Event,Name,Gender,Occupation,Keyword,Text
"{'text': 'influenced', 'lemma': 'influence', 'start_token': 28, 'end_token': 28}",Letha Wilson,F,artists,influence,"Wilson often combines large-scale landscape photographs with sculptural elements of metal and concrete, challenging the two-dimensional nature of traditional photography.[6] She is influenced by the landscape of the American West and by the land artists of the 1960s and 1970s, such as Michael Heizer.[4] In the creation of her work, she often cuts o"
"{'text': 'influenced', 'lemma': 'influence', 'start_token': 36, 'end_token': 36}",Raghubir Singh (photographer),M,artists,influence,"In the 1970s, Singh moved to Paris and over the following three decades, through rigorous training and exposure, he created a series of portfolios of colour photography on India. His style was influenced by Mughal painting and Rajasthani miniature paintings, whose individual sections maintain their autonomy within the overall frame.[12]:223
"
"{'text': 'influenced', 'lemma': 'influence', 'start_token': 8, 'end_token': 8}",Nakul Dev Mahajan,M,artists,influence,"The work of Nakul Dev Mahajan has been influenced by classical indian dances and Western dance styles (hip-hop, Latin and jazz).[10] As a result of his efforts to teach and promote the Bollywood dance style, Mahajan has been called Hollywood’s Favorite Bollywood Choreographer[11] and an Ambassador of Bollywood Dance.[12] Mahajan appeared as a guest"
"{'text': 'worked', 'lemma': 'work', 'start_token': 17, 'end_token': 17}",Mary Shepard Greene,F,artists,work,"When she was only 17 years of age, she left for Paris in 1886 where she worked with Raphaël Collin,[3] an artist best known for establishing links with well-known artists working in Japan.
"
"{'text': 'working', 'lemma': 'work', 'start_token': 21, 'end_token': 21}",Gregory Coates,M,artists,work,"Coates met artist Al Loving during the late 1980s, through his (now) wife Kiki Nienaber. He was working primarily as a figurative painter and Loving encouraged Coates to extend his practice into assemblage. Coates credits this as a breakthrough that allowed him to embrace the physical aspect of painting and to mature as an artist.[5]
"
"{'text': 'worked', 'lemma': 'work', 'start_token': 18, 'end_token': 18}",Norman Carton,M,artists,work,"When Carton returned to the United States in 1953, he settled in New York City where he worked in the company of the leading artists of the day with whom he appeared in a number of group shows including the Whitney Museum of American Art's 1955-1956 “Exhibit of Contemporary American Painting.”[8] This exhibition included such notable artists as Ric"
"{'text': 'worked', 'lemma': 'work', 'start_token': 19, 'end_token': 19}",Norman Carton,M,artists,work,"Norman Carton was also an art educator throughout much of his life.  Beginning in 1960, Carton worked on the art faculty at the New School where he would remain until his death.[2][3][14] From 1948 to 1949, he taught painting and composition at the Philadelphia Museum of Art. From 1950 to 1953, he conducted seminars at the Louvre and the Sorbonne w"
"{'text': 'created', 'lemma': 'create', 'start_token': 8, 'end_token': 8}",Gina Cunningham,F,artists,create,"In 2011, 2013 and 2015, Cunningham created installations for the ghetto Biennale in Port-au-Prince, Haiti,[11][12] and was interviewed by Clocktower Radio Brooklyn.[13] She was awarded artistic residencies in Korea 2014 and Iceland in 2015.
"
"{'text': 'created', 'lemma': 'create', 'start_token': 5, 'end_token': 5}",Gina Cunningham,F,artists,create,"In November 2016, she created a short film documenting the Water Protectors at Standing Rock, North Dakota where Cunningham's boats hung from barren trees as she held space with her husband, son-in-law actor Rhys Coiro and their family doctor, who provided medical care for the community.
"
"{'text': 'creates', 'lemma': 'create', 'start_token': 1, 'end_token': 1}",Kim Alsbrooks,F,artists,create,"Alsbrooks creates miniature portraits by creating an oval shape that is coated with gesso on trash. Then, she draws the image on the gesso in graphite and paints it in oils before varnishing it. She says of the process of finding materials, ""The trash is found flat, on the street. One cannot flatten the trash. It just doesn't work. It must be found"
"{'text': 'creating', 'lemma': 'create', 'start_token': 5, 'end_token': 5}",Kim Alsbrooks,F,artists,create,"Alsbrooks creates miniature portraits by creating an oval shape that is coated with gesso on trash. Then, she draws the image on the gesso in graphite and paints it in oils before varnishing it. She says of the process of finding materials, ""The trash is found flat, on the street. One cannot flatten the trash. It just doesn't work. It must be found"
"{'text': 'create', 'lemma': 'create', 'start_token': 44, 'end_token': 44}",Peter Max,M,artists,create,"In 1970, many of Max's products and posters were featured in the exhibition ""The World of Peter Max,"" which opened at the M.H. de Young Memorial Museum in San Francisco.[8] The United States Postal Service commissioned Max to create the 10-cent postage stamp to commemorate the Expo '74 World's Fair in Spokane, Washington, and Max drew a colorful ps"
"{'text': 'created', 'lemma': 'create', 'start_token': 16, 'end_token': 16}",Jordan Nassar,M,artists,create,"Nassar bases his work on tatreez (Palestinian cross-stitch embroidery) which is typically created in panels which are stitched together into clothing or other items. Nassar typically creates and frames small panels, many around 8 x 10 inches. The panels' patterns typically feature geometric borders and depict plants and flowers, though the thread c"
"{'text': 'creating', 'lemma': 'create', 'start_token': 16, 'end_token': 16}",Jordan Nassar,M,artists,create,"Since Nassar's first solo exhibition, in London in 2015, he has turned to creating more political works, including focusing on cultural absorption, or absorption of elements of one culture by another.[5]
"
"{'text': 'married', 'lemma': 'married', 'start_token': 4, 'end_token': 4}",Indrani Rahman,F,dancers,married,"In 1952, although married, and with a child, she became the first Miss India,[12][13] and went on to compete in the Miss Universe 1952 Pageant, held at Long Beach, California.[14] Soon, she was travelling along with her mother and performing all over the world.[15] In 1961, she was the first dancer presented on a national tour by the Asia Society, "
"{'text': 'married', 'lemma': 'married', 'start_token': 1, 'end_token': 1}",Boots Mallory,F,dancers,married,"She married James Cagney's lookalike brother William Cagney, an actor who later became a film producer for his brother.
"
"{'text': 'married', 'lemma': 'married', 'start_token': 46, 'end_token': 46}",James Cagney,M,dancers,married,"Many critics of the time and since have declared it Cagney's best film, drawing parallels between Cohan and Cagney; they both began their careers in vaudeville, struggled for years before reaching the peak of their profession, were surrounded with family and married early, and both had a wife who was happy to sit back while he went on to stardom.[1"
"{'text': 'marriage', 'lemma': 'marriage', 'start_token': 4, 'end_token': 4}",Joan Crawford,F,dancers,marriage,"Before and during their marriage, Crawford worked to promote Tone's Hollywood career, but he was not interested in being a star, ultimately wanting to just be an actor, and Crawford wearied of the effort.[63] During their marriage they tried on two separate occasions for children, both ending in miscarriage.[13] Tone allegedly began drinking and be"
"{'text': 'marriage', 'lemma': 'marriage', 'start_token': 11, 'end_token': 11}",Clifton Webb,M,dancers,marriage,"Webb played a father trying to stop daughter Anne Francis' marriage in Elopement (1952), a minor hit. He made a brief appearance in Belles on Their Toes (1952), a sequel to Cheaper by the Dozen, which covered the family's life after the death of the father.
"
"{'text': 'marriage', 'lemma': 'marriage', 'start_token': 40, 'end_token': 40}",Gower Champion,M,dancers,marriage,"Champion had his fourth consecutive hit musical with I Do! I Do! in 1966. It featured a cast of two — veterans Mary Martin and Robert Preston — playing a couple seen throughout the years of their marriage. The show ran for 560 performances and received seven Tony nominations, including one for Champion's direction.
"
"{'text': 'departed', 'lemma': 'depart', 'start_token': 10, 'end_token': 10}",Paul Taylor (choreographer),M,dancers,depart,"With his landmark work Aureole (1962), he departed from such an avante garde aesthetic. The performance was still intended to provoke dance critics, as he cheekily set his modern movements not to contemporary music but to a baroque score. A choreographer as concerned with subject matter as he was with form, many of Taylor's pieces and movements are"
"{'text': 'departed', 'lemma': 'depart', 'start_token': 2, 'end_token': 2}",Sisqó,M,dancers,depart,"After Woody departed Dru Hill in 1999 to pursue a solo career, it was decided that the other members would follow suit and issue their own solo albums. SisQós solo debut, Unleash the Dragon, was released on Def Soul Records in November 1999. Unleash the Dragon sold moderately at first, until the February 2000 release of its second single, the novel"
"{'text': 'arriving', 'lemma': 'arrive', 'start_token': 1, 'end_token': 1}",Martha Hill,F,dancers,arrive,"After arriving in New York, she studied with various dance teachers; one of note was Martha Graham who would have a lasting impact on Hill. She was hired in 1927 as Assistant Professor of Dance at the University of Oregon where Bessie Schonberg was one of Hill's student.
"
"{'text': 'arrived', 'lemma': 'arrive', 'start_token': 18, 'end_token': 18}",Coretti Arle-Titz,F,dancers,arrive,"The first concrete mention of the show in Russia date from early 1904, but the group possibly arrived in Moscow towards the end of 1903, possibly after undocumented appearances in France, Italy, Greece and Turkey under a different stage name.
"
"{'text': 'arrived', 'lemma': 'arrive', 'start_token': 27, 'end_token': 27}",Coretti Arle-Titz,F,dancers,arrive,"In late-February 1926, Frank Withers (né Frank Douglas Withers; 1880–1952), and his Jazz Kings band (featuring Sidney Bechet) arrived in Moscow, where they received a whirlwind of success upon opening at the Cinema Malaya Dimitrova. Known as the ‘Palace of the Silver Screen’, the popular cinema opened new Hollywood films there each week to packed a"
"{'text': 'arriving', 'lemma': 'arrive', 'start_token': 26, 'end_token': 26}",Geoffrey Holder,M,dancers,arrive,"After seeing him perform in St. Thomas, Virgin Islands the choreographer Agnes de Mille invited Holder to work with her in New York.[6] Upon arriving he joined Katherine Dunham's dance school where he taught folkloric forms for two years.[7]
"
"{'text': 'organized', 'lemma': 'organize', 'start_token': 52, 'end_token': 52}",Dorothy Alexander (dancer),F,dancers,organize,"Alexander was an advocate for high-quality ballet organizations outside major artistic centers like New York.[6]:45 She found Atlanta to be a ""lonely"" place for a dance enthusiast, and she worked to support dance and dance education in Atlanta and around the country.[2][3] In 1956, she organized the Regional Dance America, the first regional dance "
"{'text': 'organized', 'lemma': 'organize', 'start_token': 42, 'end_token': 42}",Joan Crawford,F,dancers,organize,"MGM publicity head Pete Smith recognized her ability to become a major star, but felt her name sounded fake; he told studio head Louis B. Mayer that her last name, LeSueur, reminded him of a sewer. Smith organized a contest called ""Name the Star"" in Movie Weekly to allow readers to select her new stage name. The initial choice was ""Joan Arden"", but"
"{'text': 'organized', 'lemma': 'organize', 'start_token': 36, 'end_token': 36}",Dana Tai Soon Burgess,M,dancers,organize,"On August 11, 2013, Dana Tai Soon Burgess Dance Company performed a new dance work Revenant Elegy at The National Gallery of Art, inspired by their Diaghilev and the Ballets Russes Exhibit, organized by the Victoria and Albert Museum of London.[14] This was followed by a residency at the National Portrait Gallery, where Burgess created a dance work"
"{'text': 'tried', 'lemma': 'try', 'start_token': 2, 'end_token': 2}",Valerie Bettis,F,dancers,try,"Bettis first tried her hand at musical comedies when she choreographed and performed in Glad to See You in 1944.[3] In 1948, she won a Theatre World Award for her performance in Inside U.S.A.,[11] a revue that would run for nearly 400 performances at the New Century Theatre and the Majestic Theatre.[12] Her performance in the 1950 revue Bless You A"
"{'text': 'tried', 'lemma': 'try', 'start_token': 52, 'end_token': 52}","Eddie ""Rochester"" Anderson",M,dancers,try,"It was not the only time a hotel refused Anderson a room. Soon after he became part of the permanent show cast, the program went on location to New York. When a couple from the South complained about staying in the same hotel as Anderson, the hotel manager tried to get him to find a room somewhere else. Hilliard Marks, the show's producer and also "
"{'text': 'consisted', 'lemma': 'consist', 'start_token': 67, 'end_token': 67}",Charli D'Amelio,F,dancers,consist,"D'Amelio first began posting on TikTok on March 30, 2019 with a lip-syncing video alongside her friend. Her first video to gain traction, a side-by-side video (known on the platform as a ""duet"") with user ""Move With Joy"", was posted in July 2019.[7][8] Since then, her content has mainly consisted of videos dancing to trending songs on the platform."
"{'text': 'consisted', 'lemma': 'consist', 'start_token': 58, 'end_token': 58}",James Cagney,M,dancers,consist,"Following the film's completion, Cagney went back to the USO and toured US military bases in the UK. He refused to give interviews to the British press, preferring to concentrate on rehearsals and performances. He gave several performances a day for the Army Signal Corps of The American Cavalcade of Dance, which consisted of a history of American d"
"{'text': 'consisted', 'lemma': 'consist', 'start_token': 4, 'end_token': 4}",Buster West,M,dancers,consist,"West's television career consisted of two appearances as a dancer on The Frank Sinatra Show in 1951, and appeared in single episodes on Alfred Hitchcock Presents and The Lucy Show in the 1960s.
"
"{'text': 'stated', 'lemma': 'state', 'start_token': 23, 'end_token': 23}",Teyana Taylor,F,dancers,state,"In January 2012, it was announced Taylor would be granted her release from the contract with Interscope and Star Trak.[23][24][25] Taylor stated that she and Star Trak founder Pharrell Williams, have remained amicable since the end of their business relationship. She has credited him as a ""big brother"" and sees her early signing to Star Trak as a """
"{'text': 'stated', 'lemma': 'state', 'start_token': 28, 'end_token': 28}",Kevin McHale (actor),M,dancers,state,"McHale, who has a record deal with Universal Music Group, writes original music in his spare time. In an interview with Mario Lopez, McHale stated that he plans to pursue solo music post-Glee.[8] In 2015, McHale, Chris Moy, and Justin Thorne co-wrote the song ""Heartless"" which was featured on the latter's debut EP The Heartbreaker. That same year, "
"{'text': 'stated', 'lemma': 'state', 'start_token': 46, 'end_token': 46}",Jaden Smith,M,dancers,state,"On July 30, 2018, Smith was announced as an opener during J. Cole's KOD Tour alongside Young Thug and EarthGang[51] and on August 2, performed for the first time at Lollapalooza.[52] One of Smith's influences, Kid Cudi, stated that he would like to make an album with Smith, which Smith supported, saying that he would like to in the future during an"
"{'text': 'promoted', 'lemma': 'promote', 'start_token': 25, 'end_token': 25}",Amerie,F,dancers,promote,"In March 2015, Amerie collaborated with long-time friend and producer Rich Harrison on a single, ""Out Loud"". She promoted the song through live performances and made it available on SoundCloud and YouTube.[citation needed] In May 2016, she appeared on The Breakfast Club, 105.1 and announced an EP titled Drive, released on May 20, a second untitled "
"{'text': 'promoted', 'lemma': 'promote', 'start_token': 26, 'end_token': 26}",Marjorie Montgomery,F,dancers,promote,Montgomery started out designing and manufacturing attractive cotton dresses in the mid-1920s.[2] By 1940 she was noted for her designs in cotton and for having promoted bare-midriff beachwear and bathing costumes for several seasons.[3] In 1953 Montgomery stated that she had 28 years of experience to her name.[2] In 1965 she was described as one o
"{'text': 'promoted', 'lemma': 'promote', 'start_token': 36, 'end_token': 36}",Chris Brown,M,dancers,promote,"The negotiations with Def Jam continued for two months, and Davis then lost her job due to a corporate merger. Brown asked her to be his manager, and once Davis accepted, she promoted the singer to labels such as Jive Records, J-Records and Warner Bros. Records. According to Mark Pitts in an interview with HitQuarters, Davis presented Brown with a "
"{'text': 'promoted', 'lemma': 'promote', 'start_token': 15, 'end_token': 15}",Gregory Hines,M,dancers,promote,"Although he inherited the roots and tradition of the black rhythmic tap, he also promoted the new black rhythmic tap. ""He purposely obliterated the tempos,"" wrote tap historian Sally Sommer, ""throwing down a cascade of taps like pebbles tossed across the floor. In that moment, he aligned tap with the latest free form experiments in jazz and new mus"
"{'text': 'trained', 'lemma': 'train', 'start_token': 30, 'end_token': 30}",Sally Brayley,F,dancers,train,"In 1969, Brayley co-founded the Joffrey II Dancers, a ballet troupe for beginning dancers, and served as artistic director until 1986.[1][2] There, she trained 16 dancers, including Ron Reagan, the son of President Ronald Reagan.[6]
"
"{'text': 'trained', 'lemma': 'train', 'start_token': 27, 'end_token': 27}",Suzanne Kaaren,F,dancers,train,"She acted with stock companies and posed as a model for commercial painters and cigarette advertising. Kaaren appeared in dramatic parts in New York theaters and trained at the Hedgerow Theatre in Philadelphia, Pennsylvania.
"
"{'text': 'trained', 'lemma': 'train', 'start_token': 7, 'end_token': 7}",Eric Emerson,M,dancers,train,"Growing up in New Jersey, Emerson trained as a classic ballet dancer. It was this talent that caught the eye of artist and filmmaker Andy Warhol. After seeing Emerson dancing at The Dom in April 1966, Warhol asked Emerson to be in one of his underground films. Emerson made his film debut in 1967's Chelsea Girls, and soon became a Factory regular. E"
"{'text': 'trained', 'lemma': 'train', 'start_token': 2, 'end_token': 2}",Abdel R. Salaam,M,dancers,train,"Abdel is trained in modern dance, Afro-Caribbean and American modern-dance forms, ballet, jazz, traditional African dance, and martial arts. Forces of Nature Dance theater gives a yearly Kwanzaa at the Apollo theater in Harlem. Before moving the Kwanzaa to the Apollo it was at Aaron Davis Hall in New York City.[13][14][15][16]
Forces of Nature danc"
"{'text': 'teamed', 'lemma': 'team', 'start_token': 35, 'end_token': 35}",Patsy Swayze,F,dancers,team,"In 1981, Patsy Swayze moved from Houston to southern California.[1][2] She choreographed numerous films over the next three decades, including Liar's Moon in 1982 and Hope Floats in 1998.[3] She teamed with her daughter-in-law Lisa Niemi to choreograph the 2003 film, One Last Dance, which starred Niemi, Patrick Swayze and George de la Peña.[1]
"
"{'text': 'teamed', 'lemma': 'team', 'start_token': 7, 'end_token': 7}",JoAnn Dean Killingsworth,F,dancers,team,"After leaving Henie's show, she teamed with Gene Nelson once again.  The duo performed at the Center Theatre in New York City for a show called ""It Happens on Ice"" for two years.[3] Killingsworth retired from ice skating at age 18 to focus on dancing in the entertainment industry.[5] She the moved back to Los Angeles to pursue film acting and danci"
"{'text': 'team', 'lemma': 'team', 'start_token': 5, 'end_token': 5}",James Cagney,M,dancers,team,Warner Bros. was quick to team its two rising gangster stars—Edward G. Robinson and Cagney—for the 1931 film Smart Money. So keen was the studio to follow up the success of Robinson's Little Caesar that Cagney actually shot Smart Money (for which he received second billing in a supporting role) at the same time as The Public Enemy.[66] As in The Pu
"{'text': 'teamed', 'lemma': 'team', 'start_token': 34, 'end_token': 34}",Bill Robinson,M,dancers,team,"In 1890, at the age of 12, Robinson ran away to Washington, D.C., where he did odd jobs at Benning Race Track and worked briefly as a jockey.[9] He teamed up with a young Al Jolson, with Jolson singing while Robinson danced for pennies or to sell newspapers.[7]:p. 42 In 1891, he was hired by Whallen and Martel, touring with Mayme Remington's troupe"
"{'text': 'choreographed', 'lemma': 'choreograph', 'start_token': 2, 'end_token': 2}",Antonia Franceschi,F,dancers,choreograph,"Antonia has choreographed for both British and American companies, and has her own Company 'AFD Just Dance' , which premiered in July 2015, performing at The Valletta Opera House, The Royal Winchester Theatre, London, and recently The MMA Center, NYC.
"
"{'text': 'choreographed', 'lemma': 'choreograph', 'start_token': 38, 'end_token': 38}",Anna Sokolow,F,dancers,choreograph,"Beginning in the 1930s, she affiliated herself with the politicized ""radical dance"" movement, out of which developed her work Anti-War Trilogy (1933).[5] During this time period, she performed and choreographed both solo and ensemble works, which tackled subject matter that included the exploitation of workers and growing troubles of Jews in German"
"{'text': 'choreographed', 'lemma': 'choreograph', 'start_token': 45, 'end_token': 45}",Lil Buck,M,dancers,choreograph,"In March 2014, Lil Buck performed at the TEDxTeen conference in New York City.[31] In April, he appeared in another Jacob Sutton dance film sponsored by Diesel[32] and he danced in the New York City Ballet's Spring premiere which was choreographed by artist JR and scored by musician Woodkid.[33][34] Lil Buck was a guest judge on season 11 of So You"
"{'text': 'choreographs', 'lemma': 'choreograph', 'start_token': 2, 'end_token': 2}",Savion Glover,M,dancers,choreograph,"When Glover choreographs a piece, he improvises as he generates a dance sequence.[11] As he finds rhythms, he listens for new sounds at many points on the stage. ""I'm feelin' the stage for sounds. You might find a spot on it that gives you that bass; you might find a spot on the floor that gives you that dead type tom-tom sound."" ""I think what make"
"{'text': 'choreographed', 'lemma': 'choreograph', 'start_token': 1, 'end_token': 1}",Savion Glover,M,dancers,choreograph,"Glover choreographed the musical Shuffle Along, or, the Making of the Musical Sensation of 1921 and All That Followed, which opened in 2016 at the Music Box Theatre.[18] He has been nominated for a Tony Award for Best Choreography and a Drama Desk Award[19] for his work on the musical.[20]
"
"{'text': 'explored', 'lemma': 'explore', 'start_token': 16, 'end_token': 16}",Anna Sokolow,F,dancers,explore,"Another one of Sokolow's signature works was Rooms (1955), a piece that explored loneliness. The music—composed by Kenyon Hopkins—was originally a jazz score.[2] Rooms was divided into six sections: Dream, Escape, Desire, Panic, Daydream, and The End?[2]  The piece featured eight dancers and eight chairs, with the intention that each dancer and cha"
"{'text': 'explore', 'lemma': 'explore', 'start_token': 6, 'end_token': 6}",Amerie,F,dancers,explore,"According to Amerie, Cymatika will explore freedom, androgyny, and the New world order, and is influenced by trance music, electronica, house music, and New wave music.[60] Second and third volumes of Cymatika are planned.[61][62]
"
"{'text': 'explore', 'lemma': 'explore', 'start_token': 62, 'end_token': 62}",Usher (musician),M,dancers,explore,"Usher announced on July 8, 2010,[82] a follow-up extended play to his sixth studio album Raymond v. Raymond called Versus, and a deluxe edition of Raymond v. Raymond, both to be released on August 24, 2010.[83] Usher described Versus as ""the last chapter of Raymond v. Raymond"", and that it would explore the subjects of being newly single and a fath"
"{'text': 'breaking', 'lemma': 'break', 'start_token': 61, 'end_token': 61}",Pearl Hobson,F,dancers,break,"On March 8 (O.S. February 23), 1917, over seven thousand female textile workers from St. Petersburg's Vyborg district, marched through the streets crying for bread. The shortages had left the lower class starving, cold and desperate. Banners were erected everywhere, denouncing both the war and the Tsar. The crowds began breaking shops windows and r"
"{'text': 'broke', 'lemma': 'break', 'start_token': 49, 'end_token': 49}",Myrtle Watkins,F,dancers,break,"Decided it might be time to move on, Paquita and Zarate now newly engaged, boarded the USS Hermitage, accompanied with Polish refugees, for California, arriving in San Pedro during the summer of 1943. California was stirring with chaos as the Zoot Suit Riots broke out across the West Coast. Arriving in Los Angeles, the couple traveled south to Mexi"
"{'text': 'broke', 'lemma': 'break', 'start_token': 3, 'end_token': 3}",Joon Park,M,dancers,break,"The group nearly broke up in 2001 after Park was discovered to be dating, which was considered to be taboo for most pop stars in South Korea at that time.[10] Their management announced, without informing Park or the other group members, that Park was to leave the group and g.o.d would continue as a quartet. It was met with strong objection from fa"
"{'text': 'broke', 'lemma': 'break', 'start_token': 23, 'end_token': 23}",Bill Robinson,M,dancers,break,"In 1898, he returned to Richmond where he joined the United States Army as a rifleman when the Spanish–American War broke out. He received an accidental gunshot wound from a second lieutenant who was cleaning his gun.[7]:p. 45
"
"{'text': 'broke', 'lemma': 'break', 'start_token': 32, 'end_token': 32}",Bill Robinson,M,dancers,break,"By 1912, Robinson was a full partner in the duo, which had become primarily a tap dancing act, booked on both the Keith and Orpheum Circuits. The team broke up in 1914, and vaudeville performer Rae Samuel's, who had performed in shows with Robinson, convinced him to meet with her manager (and husband), Marty Forkins. Under Forkins' tutelage, Robins"
"{'text': 'dropped', 'lemma': 'drop', 'start_token': 27, 'end_token': 27}",Anna Sokolow,F,dancers,drop,"She was set to work on Hair (1967) but an emergency surgery kept her from being fully involved in the process. Consequently, she dropped out of the production. When asked to rejoin, she denied the opportunity as she objected the use of nudity in the production.[2]
"
"{'text': 'dropped', 'lemma': 'drop', 'start_token': 10, 'end_token': 10}",Ciara,F,dancers,drop,"In February 2011, following rumors that Ciara had been dropped by Jive Records, she released an official statement to her Facebook page complaining of inadequate promotion and funding from the label. She stated that she received a lack of support from the label, and even paid for the promotion of some singles, such as ""Gimmie Dat"", herself. The fru"
"{'text': 'dropped', 'lemma': 'drop', 'start_token': 7, 'end_token': 7}",David Ruffin,M,dancers,drop,"Ruffin started touring with Kendricks (who dropped the ""s"" from his last name at this time) as a duo act in 1985. That year, longtime Temptations fans Hall & Oates teamed up with Ruffin and Kendrick to perform at the re-opening of the Apollo Theater in New York. Their performance was released as a successful live album and single. The four singers "
"{'text': 'think', 'lemma': 'think', 'start_token': 32, 'end_token': 32}",Cyd Charisse,F,dancers,think,"In her autobiography, Charisse reflected on her experience with Astaire and Kelly: ""As one of the handful of girls who worked with both of those dance geniuses, I think I can give an honest comparison. In my opinion, Kelly is the more inventive choreographer of the two. Astaire, with Hermes Pan's help, creates fabulous numbers—for himself and his p"
"{'text': 'thought', 'lemma': 'think', 'start_token': 48, 'end_token': 48}",Mitzi Gaynor,F,dancers,think,"She signed a seven-year contract with Twentieth Century-Fox at age 17. She sang, acted, and danced in a number of film musicals, often paired with some of the biggest male musical stars of the day. A Fox Studio executive thought that Mitzi Gerber sounded like the name of a delicatessen, and they came up with a name that used the same initials.[1]
"
"{'text': 'thought', 'lemma': 'think', 'start_token': 45, 'end_token': 45}","Eddie ""Rochester"" Anderson",M,dancers,think,"While Anderson was born and raised in the Oakland area, he came to the Los Angeles African-American community in the 1930s in search of work in films. At the time of his success on the Benny radio show, the community thought of him as one of their own and was proud of his rise to stardom. The reality of an African-American mayor of Los Angeles woul"
"{'text': 'thought', 'lemma': 'think', 'start_token': 53, 'end_token': 53}",James Cagney,M,dancers,think,"Many critics view the scene in which Cagney pushes half a grapefruit into Mae Clarke's face as one of the most famous moments in movie history.[17][55][60][61] The scene itself was a late addition, and the origin of the idea is a matter of debate. Producer Darryl Zanuck claimed he thought of it in a script conference; Wellman said the idea came to "
"{'text': 'add', 'lemma': 'add', 'start_token': 41, 'end_token': 41}",Christian Borle,M,dancers,add,"Borle made his directorial debut with Popcorn Falls, which premiered at the Riverbank Theatre in Marine City, Michigan.[37] The show ran from August 18–27, 2017. It was such an unexpected success that the theatre had to add extra performances to keep up with demand.
"
"{'text': 'added', 'lemma': 'add', 'start_token': 36, 'end_token': 36}","Stephen ""tWitch"" Boss",M,dancers,add,"On October 17, 2017, Freeform announced the production of a seven-episode series for Summer 2018 to be hosted by Twitch and his wife, Allison Holker. In November 2017, Freeform added a December 11, 2017 hour-long special, Disney’s Fair Tale Weddings: Holiday Magic as a part of its “25 Days of Christmas” event. The series premiered on June 11, 2018."
"{'text': 'celebrated', 'lemma': 'celebrate', 'start_token': 7, 'end_token': 7}",Coretti Arle-Titz,F,dancers,celebrate,"On March 29, 1934, Coretti celebrated her tenth year on the Soviet stage with a radio concert at the Moscow Radio-Theater[6] with many other Soviet entertainers. The radio broadcast reached as far as Paris where it was praised by the French press. After the assassination of Sergei Mironovich Kirov, Stalin's assumed successor, on December 1, 1934, l"
"{'text': 'celebrated', 'lemma': 'celebrate', 'start_token': 5, 'end_token': 5}",Mother Juan Aviance,M,dancers,celebrate,"In January 2014, Aviance celebrated his 50th birthday with several House of Aviance DJs and House members in attendance. The event was hosted by Aviance's eldest daughter Kevin Aviance, with special guests including singer, DJ, fashion icon and former Deee-Lite vocalist Lady Miss Kier among other nightlife personalities.[16]
"
"{'text': 'celebrated', 'lemma': 'celebrate', 'start_token': 30, 'end_token': 30}",Nicholas Brothers,M,dancers,celebrate,"In 1991, the Nicholas Brothers received Kennedy Center Honors to recognize their achievements spanning 60 years. A year later, a documentary film We Sing & We Dance celebrated their careers and included tributes from Mikhail Baryshnikov, Gregory Hines, M.C. Hammer, and Clarke Peters. In 1994, members of the cast of Hot Shoe Shuffle also paid tribut"
"{'text': 'injury', 'lemma': 'injury', 'start_token': 12, 'end_token': 12}",Meg Tilly,F,dancers,injury,"Forced to give up dancing because of complications stemming from her back injury, Tilly moved to Los Angeles to pursue a career as an actress and studied acting under Peggy Feury. She made her television debut in the 1982 half-hour drama The Trouble with Grandpa, co-starring Elisha Cook Jr. After playing a prostitute in a second-season episode of H"
"{'text': 'injury', 'lemma': 'injury', 'start_token': 45, 'end_token': 45}",Meg Tilly,F,dancers,injury,"Tilly was the first choice for the role of Constanze Mozart in Miloš Forman's film Amadeus, having received glowing appraisals of her rehearsal work by both her would-be costar Tom Hulce and director Forman. However, she sustained a leg injury playing soccer and had to abandon the project. The role later went to Elizabeth Berridge.
"
"{'text': 'injuries', 'lemma': 'injury', 'start_token': 27, 'end_token': 27}",Michael Flatley,M,dancers,injury,"In November 2015, Flatley's show Lord of the Dance: Dangerous Games premiered at the Lyric Theatre, a Broadway theatre. Due to his injuries, Flatley was only able to perform in the final two numbers of the performance. After shows in New York, Flatley went on a final tour in the United States.[33] Flatley's last show was in Las Vegas on St. Patrick"
"{'text': 'injuries', 'lemma': 'injury', 'start_token': 21, 'end_token': 21}",Donald O'Connor,M,dancers,injury,"O'Connor said he was forced to go to the hospital during the production of Singin' in the Rain due to injuries and exhaustion.
"
"{'text': 'suffered', 'lemma': 'suffer', 'start_token': 14, 'end_token': 14}",Solange Knowles,F,dancers,suffer,"In an interview with Vibe on July 7, 2010, Knowles said she suffered ""a little bit of a breakdown"" while recording her new album: ""I literally gave up my sanity for a while to do this record. [...] We literally were waking up in the morning and just making music all day and all night. [...] It just started to wear on me in so many different ways. I"
"{'text': 'suffered', 'lemma': 'suffer', 'start_token': 59, 'end_token': 59}",Claire Luce,F,dancers,suffer,"Of her performance in Gay Divorce the critic Brooks Atkinson wrote: ""In the refulgent Claire Luce, Fred Astaire has found a partner who can match him step for step and who flies over the furniture in his company without missing a beat.""[2] Unfortunately, during the London run of Gay Divorce, Luce suffered a serious injury during the ""Table Dance"" r"
